IP_ADDRESS,TEST_DATE,TIME_ZONE,DOWNLOAD_MEGABITS,UPLOAD_MEGABITS,LATENCY_MS,SERVER_NAME,DISTANCE_MILES
"123.136.116.161","8/15/2018 5:07 PM","GMT","5.98","27.24","21","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 5:07 PM","GMT","1.88","18.83","22","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 5:08 PM","GMT","4.84","23.57","27","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 5:08 PM","GMT","7.88","23.66","27","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 5:09 PM","GMT","2.29","11.25","24","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 5:10 PM","GMT","5.46","9.69","25","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 5:10 PM","GMT","4.13","10.68","27","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 5:11 PM","GMT","5.24","10.88","27","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 5:12 PM","GMT","3.89","19.92","29","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 5:12 PM","GMT","5.97","20.26","34","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 5:13 PM","GMT","5.96","21.31","34","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 5:13 PM","GMT","3.15","18.14","34","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 5:14 PM","GMT","3.18","11.89","24","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 5:15 PM","GMT","7.23","11.53","28","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 5:15 PM","GMT","7.01","11.31","28","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 5:16 PM","GMT","4.06","9.90","32","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 5:17 PM","GMT","2.54","25.70","36","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 5:17 PM","GMT","2.83","26.86","34","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 5:18 PM","GMT","3.75","25.62","29","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 5:18 PM","GMT","5.73","24.44","29","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 5:19 PM","GMT","4.10","10.32","26","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 5:20 PM","GMT","5.32","11.52","34","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 5:20 PM","GMT","3.75","10.86","27","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 5:21 PM","GMT","6.22","12.83","26","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 5:21 PM","GMT","8.72","13.18","25","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 5:22 PM","GMT","6.64","12.84","28","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 5:23 PM","GMT","5.36","24.76","31","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 5:23 PM","GMT","7.44","26.60","27","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 5:24 PM","GMT","6.55","25.65","30","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 5:25 PM","GMT","4.78","16.41","25","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 5:25 PM","GMT","2.19","12.27","24","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 5:26 PM","GMT","5.63","9.82","27","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 5:26 PM","GMT","1.82","12.04","22","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 5:27 PM","GMT","2.98","25.26","32","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 5:28 PM","GMT","1.95","24.74","28","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 5:28 PM","GMT","7.17","24.00","34","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 5:29 PM","GMT","4.29","24.98","33","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 5:30 PM","GMT","3.49","19.77","29","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 5:30 PM","GMT","10.05","15.21","27","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 5:31 PM","GMT","5.36","15.46","29","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 5:31 PM","GMT","9.01","15.39","31","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 5:32 PM","GMT","6.74","18.59","30","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 5:33 PM","GMT","6.31","25.31","35","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 5:33 PM","GMT","6.13","23.26","24","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 5:34 PM","GMT","4.24","23.67","26","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 5:34 PM","GMT","4.04","25.55","29","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 5:35 PM","GMT","4.37","10.99","34","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 5:36 PM","GMT","2.06","12.46","34","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 5:36 PM","GMT","1.86","12.95","24","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 5:37 PM","GMT","4.36","19.41","26","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 5:38 PM","GMT","5.87","26.33","29","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 5:38 PM","GMT","5.45","25.20","30","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 5:39 PM","GMT","6.64","23.99","26","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 5:39 PM","GMT","6.36","26.71","31","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 5:40 PM","GMT","4.09","9.57","35","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 5:41 PM","GMT","2.75","11.49","30","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 5:41 PM","GMT","4.85","12.28","29","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 5:42 PM","GMT","3.26","10.19","30","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 5:42 PM","GMT","5.20","18.09","30","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 5:43 PM","GMT","11.79","13.03","28","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 5:44 PM","GMT","6.77","13.84","30","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 5:44 PM","GMT","10.85","14.32","31","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 5:45 PM","GMT","6.55","16.02","29","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 5:46 PM","GMT","6.29","19.71","39","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 5:46 PM","GMT","2.71","20.74","38","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 5:47 PM","GMT","6.97","21.68","37","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 5:47 PM","GMT","3.43","21.08","31","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 5:48 PM","GMT","5.74","14.24","30","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 5:49 PM","GMT","7.34","15.17","30","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 5:49 PM","GMT","10.16","15.74","29","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 5:50 PM","GMT","9.99","15.72","29","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 5:51 PM","GMT","3.98","25.06","30","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 5:51 PM","GMT","5.42","22.61","32","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 5:52 PM","GMT","5.93","24.94","30","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 5:52 PM","GMT","4.74","22.10","30","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 5:53 PM","GMT","5.15","9.80","27","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 5:54 PM","GMT","2.03","12.49","29","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 5:54 PM","GMT","6.74","12.41","26","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 5:55 PM","GMT","4.12","12.60","31","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 5:55 PM","GMT","10.18","23.29","34","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 5:56 PM","GMT","14.77","23.21","30","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 5:57 PM","GMT","14.52","21.77","28","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 5:57 PM","GMT","8.03","16.09","28","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 5:58 PM","GMT","12.47","16.66","31","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 5:59 PM","GMT","8.67","17.44","27","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 5:59 PM","GMT","10.14","17.51","27","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 6:00 PM","GMT","5.73","22.78","27","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 6:00 PM","GMT","3.87","25.05","29","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 6:01 PM","GMT","9.12","20.84","21","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 6:02 PM","GMT","3.09","24.04","30","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 6:02 PM","GMT","3.89","21.17","30","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 6:03 PM","GMT","4.05","25.67","30","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 6:03 PM","GMT","3.12","23.94","29","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 6:04 PM","GMT","5.95","13.15","30","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 6:05 PM","GMT","3.34","13.81","30","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 6:05 PM","GMT","4.36","12.73","29","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 6:06 PM","GMT","2.65","10.33","28","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 6:07 PM","GMT","4.86","13.16","28","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 6:07 PM","GMT","3.92","12.39","28","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 6:08 PM","GMT","3.30","13.41","30","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 6:08 PM","GMT","5.81","23.48","29","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 6:09 PM","GMT","6.63","21.24","23","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 6:10 PM","GMT","7.57","20.93","28","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 6:10 PM","GMT","5.60","12.37","29","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 6:11 PM","GMT","6.70","11.99","29","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 6:11 PM","GMT","6.08","12.94","29","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 6:12 PM","GMT","5.74","14.02","28","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 6:13 PM","GMT","13.11","23.65","25","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 6:13 PM","GMT","10.73","23.24","29","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 6:14 PM","GMT","12.82","21.33","30","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 6:15 PM","GMT","16.31","12.56","29","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 6:15 PM","GMT","6.46","13.16","28","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 6:16 PM","GMT","4.07","12.54","21","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 6:16 PM","GMT","4.79","14.13","31","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 6:17 PM","GMT","4.83","26.67","31","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 6:18 PM","GMT","7.40","25.98","30","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 6:18 PM","GMT","6.41","25.17","29","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 6:19 PM","GMT","6.86","24.49","29","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 6:20 PM","GMT","4.16","13.87","33","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 6:20 PM","GMT","9.01","13.95","28","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 6:21 PM","GMT","6.91","11.75","32","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 6:21 PM","GMT","3.94","16.10","27","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 6:22 PM","GMT","12.84","21.25","39","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 6:23 PM","GMT","13.01","22.94","30","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 6:23 PM","GMT","14.87","22.22","30","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 6:24 PM","GMT","14.45","14.01","26","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 6:25 PM","GMT","13.43","6.63","26","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 6:25 PM","GMT","6.22","12.69","30","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 6:26 PM","GMT","4.22","12.49","30","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 6:27 PM","GMT","5.65","14.63","20","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 6:27 PM","GMT","7.80","26.10","22","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 6:28 PM","GMT","6.69","25.12","25","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 6:28 PM","GMT","8.13","25.29","25","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 6:29 PM","GMT","7.25","21.20","20","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 6:30 PM","GMT","5.44","12.68","24","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 6:30 PM","GMT","5.86","11.12","29","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 6:31 PM","GMT","5.62","11.43","31","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 6:31 PM","GMT","6.49","13.10","33","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 6:32 PM","GMT","7.12","20.55","29","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 6:33 PM","GMT","11.10","23.27","29","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 6:33 PM","GMT","14.96","22.08","43","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 6:34 PM","GMT","13.83","20.10","29","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 6:35 PM","GMT","13.80","16.10","30","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 6:35 PM","GMT","7.41","17.26","31","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 6:36 PM","GMT","17.01","17.11","30","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 6:36 PM","GMT","17.12","19.61","31","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 6:37 PM","GMT","10.57","25.99","27","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 6:38 PM","GMT","10.77","23.64","29","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 6:38 PM","GMT","12.29","26.14","29","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 6:39 PM","GMT","11.03","26.32","28","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 6:40 PM","GMT","6.28","12.75","27","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 6:40 PM","GMT","9.61","13.08","30","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 6:41 PM","GMT","10.29","12.80","25","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 6:41 PM","GMT","11.05","16.90","27","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 6:42 PM","GMT","10.82","25.54","26","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 6:43 PM","GMT","8.22","25.66","28","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 6:43 PM","GMT","10.73","25.71","30","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 6:44 PM","GMT","10.26","12.72","22","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 6:44 PM","GMT","6.86","13.26","24","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 6:45 PM","GMT","6.87","13.38","29","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 6:46 PM","GMT","10.79","13.32","32","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 6:46 PM","GMT","8.36","13.35","27","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 6:47 PM","GMT","5.48","22.08","29","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 6:48 PM","GMT","6.60","25.17","26","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 6:48 PM","GMT","7.18","24.78","31","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 6:49 PM","GMT","8.12","11.40","27","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 6:49 PM","GMT","5.94","13.94","31","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 6:50 PM","GMT","8.78","13.27","30","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 6:51 PM","GMT","6.61","13.01","26","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 6:51 PM","GMT","11.08","17.52","31","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 6:52 PM","GMT","13.81","17.85","31","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 6:53 PM","GMT","13.70","15.87","28","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 6:53 PM","GMT","15.32","16.24","30","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 6:54 PM","GMT","16.75","17.47","30","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 6:54 PM","GMT","15.83","16.68","27","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 6:55 PM","GMT","10.76","20.08","32","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 6:56 PM","GMT","13.87","20.08","31","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 6:56 PM","GMT","14.50","22.46","31","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 6:57 PM","GMT","13.91","19.25","30","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 6:57 PM","GMT","15.22","18.38","29","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 6:58 PM","GMT","16.01","17.28","29","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 6:59 PM","GMT","14.90","17.59","28","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 6:59 PM","GMT","14.32","3.03","23","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 7:00 PM","GMT","14.98","18.72","31","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 7:01 PM","GMT","7.37","10.69","27","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 7:01 PM","GMT","6.00","25.94","38","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 7:02 PM","GMT","7.23","25.39","19","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 7:03 PM","GMT","7.28","14.00","27","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 7:03 PM","GMT","6.92","13.81","29","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 7:04 PM","GMT","6.32","9.31","29","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 7:04 PM","GMT","6.01","19.25","29","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 7:05 PM","GMT","11.81","26.69","30","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 7:06 PM","GMT","4.89","24.90","29","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 7:06 PM","GMT","6.93","25.29","25","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 7:07 PM","GMT","7.43","24.93","39","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 7:07 PM","GMT","9.14","13.13","27","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 7:08 PM","GMT","10.61","12.85","34","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 7:09 PM","GMT","6.62","12.17","21","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 7:09 PM","GMT","10.47","16.61","29","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 7:10 PM","GMT","7.63","24.69","28","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 7:11 PM","GMT","6.63","24.08","33","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 7:11 PM","GMT","13.50","26.40","29","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 7:12 PM","GMT","9.11","12.65","29","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 7:12 PM","GMT","10.11","13.28","29","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 7:13 PM","GMT","10.78","6.63","24","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 7:14 PM","GMT","11.19","9.36","37","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 7:14 PM","GMT","9.63","10.34","33","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 7:15 PM","GMT","11.41","9.24","25","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 7:16 PM","GMT","14.71","8.47","33","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 7:16 PM","GMT","16.70","7.27","29","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 7:17 PM","GMT","17.15","8.94","36","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 7:17 PM","GMT","14.66","8.28","31","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 7:18 PM","GMT","13.13","6.86","30","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 7:19 PM","GMT","14.53","9.73","73","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 7:19 PM","GMT","15.20","5.08","35","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 9:37 PM","GMT","27.55","20.64","26","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 10:01 PM","GMT","10.21","6.86","34","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 10:03 PM","GMT","13.53","1.86","26","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 10:04 PM","GMT","9.09","5.46","29","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 10:05 PM","GMT","14.64","9.65","31","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 10:06 PM","GMT","16.89","3.75","27","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 10:06 PM","GMT","14.98","4.71","34","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 10:07 PM","GMT","12.99","2.90","129","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 10:07 PM","GMT","14.55","2.63","29","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 10:08 PM","GMT","16.57","3.33","109","Kuala Lumpur","0"
