IP_ADDRESS,TEST_DATE,TIME_ZONE,DOWNLOAD_MEGABITS,UPLOAD_MEGABITS,LATENCY_MS,SERVER_NAME,DISTANCE_MILES
"123.136.116.97","8/16/2018 6:39 AM","GMT","2.01","21.81","38","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 6:39 AM","GMT","5.85","21.74","34","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 6:40 AM","GMT","4.12","20.60","22","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 6:41 AM","GMT","4.46","10.26","27","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 6:41 AM","GMT","2.72","10.68","33","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 6:42 AM","GMT","2.94","9.38","27","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 6:42 AM","GMT","2.30","15.71","28","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 6:43 AM","GMT","5.95","21.53","42","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 6:44 AM","GMT","10.56","22.08","32","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 6:44 AM","GMT","12.11","21.73","29","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 6:45 AM","GMT","14.52","20.12","37","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 6:46 AM","GMT","3.78","16.00","38","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 6:46 AM","GMT","6.97","12.74","38","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 6:47 AM","GMT","5.17","13.75","35","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 6:47 AM","GMT","5.08","14.60","29","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 6:48 AM","GMT","1.46","20.33","30","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 6:49 AM","GMT","3.48","20.38","31","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 6:49 AM","GMT","2.78","21.16","31","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 6:50 AM","GMT","4.25","6.36","29","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 6:50 AM","GMT","3.18","8.42","30","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 6:51 AM","GMT","4.93","7.58","29","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 6:52 AM","GMT","4.73","8.38","30","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 6:52 AM","GMT","3.88","10.81","26","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 6:53 AM","GMT","6.44","22.64","29","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 6:54 AM","GMT","3.05","21.87","28","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 6:54 AM","GMT","5.14","22.70","28","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 6:55 AM","GMT","3.36","8.40","28","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 6:55 AM","GMT","3.92","11.18","31","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 6:56 AM","GMT","3.98","11.77","29","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 6:57 AM","GMT","4.78","11.31","29","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 6:57 AM","GMT","5.47","10.28","31","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 6:58 AM","GMT","10.79","18.95","38","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 6:59 AM","GMT","10.68","20.46","34","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 6:59 AM","GMT","11.55","20.36","28","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 7:00 AM","GMT","9.03","11.50","34","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 7:00 AM","GMT","5.32","11.85","22","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 7:01 AM","GMT","5.78","10.12","31","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 7:02 AM","GMT","3.15","11.92","32","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 7:02 AM","GMT","3.97","12.84","37","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 7:03 AM","GMT","2.88","23.11","29","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 7:04 AM","GMT","5.95","21.27","29","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 7:04 AM","GMT","5.03","21.96","24","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 7:05 AM","GMT","7.16","12.02","31","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 7:05 AM","GMT","3.95","7.58","30","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 7:06 AM","GMT","1.98","10.41","28","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 7:07 AM","GMT","1.47","7.57","27","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 7:07 AM","GMT","3.39","21.79","28","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 7:08 AM","GMT","3.20","19.72","30","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 7:09 AM","GMT","5.58","21.60","34","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 7:09 AM","GMT","6.38","8.98","33","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 7:10 AM","GMT","3.21","9.92","32","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 7:10 AM","GMT","0.92","5.39","27","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 7:11 AM","GMT","1.96","9.47","29","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 7:12 AM","GMT","7.87","17.85","27","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 7:12 AM","GMT","11.26","15.27","38","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 7:13 AM","GMT","5.00","18.62","39","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 7:14 AM","GMT","12.31","18.61","34","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 7:14 AM","GMT","11.61","8.92","34","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 7:15 AM","GMT","1.09","7.68","29","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 7:15 AM","GMT","2.20","9.90","30","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 7:16 AM","GMT","3.17","9.71","34","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 7:17 AM","GMT","2.83","20.90","30","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 7:17 AM","GMT","2.09","20.60","35","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 7:18 AM","GMT","2.39","21.61","35","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 7:19 AM","GMT","5.41","19.85","28","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 7:19 AM","GMT","4.11","9.10","29","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 7:20 AM","GMT","4.07","11.10","33","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 7:20 AM","GMT","3.32","11.71","30","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 7:21 AM","GMT","4.51","12.79","28","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 7:22 AM","GMT","9.74","20.96","30","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 7:22 AM","GMT","9.49","18.71","34","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 7:23 AM","GMT","9.70","16.40","28","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 7:24 AM","GMT","13.51","18.85","30","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 7:24 AM","GMT","5.11","14.69","36","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 7:25 AM","GMT","5.20","14.24","34","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 7:25 AM","GMT","3.74","14.44","33","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 7:26 AM","GMT","7.29","14.59","33","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 7:27 AM","GMT","4.00","20.16","31","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 7:27 AM","GMT","6.19","18.62","30","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 7:28 AM","GMT","10.76","19.40","31","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 7:29 AM","GMT","13.30","21.54","34","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 7:29 AM","GMT","8.95","14.99","33","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 7:30 AM","GMT","3.09","13.11","32","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 7:31 AM","GMT","3.79","11.67","32","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 7:31 AM","GMT","1.82","11.12","32","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 7:32 AM","GMT","2.91","12.72","32","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 7:33 AM","GMT","12.22","17.48","44","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 7:33 AM","GMT","9.68","12.06","30","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 7:34 AM","GMT","11.07","21.00","33","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 7:34 AM","GMT","14.83","16.69","39","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 7:35 AM","GMT","4.37","9.79","26","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 7:36 AM","GMT","5.40","10.70","32","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 7:36 AM","GMT","4.01","8.56","39","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 7:37 AM","GMT","2.74","9.24","26","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 7:38 AM","GMT","4.42","19.98","26","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 7:38 AM","GMT","16.26","17.79","32","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 7:39 AM","GMT","10.30","19.54","29","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 7:39 AM","GMT","15.81","18.74","30","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 7:40 AM","GMT","3.73","12.30","25","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 7:41 AM","GMT","4.61","8.93","27","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 7:41 AM","GMT","2.92","8.41","32","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 7:42 AM","GMT","1.77","7.70","28","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 7:43 AM","GMT","10.86","18.44","34","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 7:43 AM","GMT","11.92","16.15","32","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 7:44 AM","GMT","10.04","17.95","28","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 7:44 AM","GMT","12.61","16.92","29","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 7:45 AM","GMT","4.08","14.29","28","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 7:46 AM","GMT","10.27","15.54","34","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 7:46 AM","GMT","8.45","13.97","34","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 7:47 AM","GMT","6.00","14.42","28","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 7:48 AM","GMT","3.09","22.74","26","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 7:48 AM","GMT","3.50","20.88","29","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 7:49 AM","GMT","3.35","23.44","29","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 7:49 AM","GMT","4.54","10.42","26","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 7:50 AM","GMT","1.98","10.79","28","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 7:51 AM","GMT","3.84","7.20","23","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 7:51 AM","GMT","3.01","10.67","32","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 7:52 AM","GMT","12.69","19.02","39","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 7:53 AM","GMT","8.28","20.18","31","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 7:53 AM","GMT","8.53","20.64","35","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 7:54 AM","GMT","12.26","14.60","31","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 7:54 AM","GMT","4.31","11.68","30","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 7:55 AM","GMT","5.99","11.46","26","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 7:56 AM","GMT","6.49","11.85","27","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 7:56 AM","GMT","4.14","23.20","33","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 7:57 AM","GMT","4.69","22.10","27","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 7:58 AM","GMT","1.57","19.04","30","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 7:58 AM","GMT","2.77","10.74","30","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 7:59 AM","GMT","5.53","11.86","74","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 7:59 AM","GMT","5.65","9.85","28","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 8:00 AM","GMT","2.05","9.34","29","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 8:01 AM","GMT","2.11","22.52","26","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 8:01 AM","GMT","3.55","21.58","26","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 8:02 AM","GMT","4.90","21.89","27","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 8:03 AM","GMT","5.00","7.02","27","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 8:03 AM","GMT","4.44","7.30","25","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 8:04 AM","GMT","2.80","6.31","30","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 8:05 AM","GMT","4.70","10.40","31","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 8:05 AM","GMT","7.85","20.49","27","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 8:06 AM","GMT","14.47","20.25","30","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 8:06 AM","GMT","12.96","20.11","35","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 8:07 AM","GMT","18.77","19.61","31","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 8:08 AM","GMT","16.19","14.63","27","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 8:08 AM","GMT","7.80","14.44","32","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 8:09 AM","GMT","9.60","12.92","29","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 8:10 AM","GMT","9.43","13.10","29","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 8:10 AM","GMT","11.69","17.99","26","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 8:11 AM","GMT","15.72","18.76","29","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 8:11 AM","GMT","11.87","19.21","31","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 8:12 AM","GMT","9.21","20.25","31","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 8:13 AM","GMT","11.61","14.43","30","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 8:13 AM","GMT","11.19","14.77","30","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 8:14 AM","GMT","7.63","13.71","31","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 8:15 AM","GMT","6.61","14.23","29","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 8:15 AM","GMT","8.14","11.22","30","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 8:16 AM","GMT","13.78","11.66","32","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 8:16 AM","GMT","3.42","10.48","29","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 8:17 AM","GMT","7.30","12.24","29","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 8:18 AM","GMT","1.88","14.29","32","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 8:18 AM","GMT","3.93","23.86","32","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 8:19 AM","GMT","4.20","21.95","24","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 8:19 AM","GMT","2.29","22.57","28","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 8:20 AM","GMT","5.34","13.18","28","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 8:21 AM","GMT","1.34","11.77","27","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 8:21 AM","GMT","2.29","11.69","30","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 8:22 AM","GMT","3.52","10.87","31","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 8:23 AM","GMT","4.08","23.05","25","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 8:23 AM","GMT","2.31","22.00","27","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 8:24 AM","GMT","3.81","23.22","27","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 8:25 AM","GMT","4.17","15.49","25","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 8:25 AM","GMT","2.51","8.64","25","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 8:26 AM","GMT","3.54","9.61","33","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 8:26 AM","GMT","3.18","10.69","32","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 8:27 AM","GMT","1.84","18.94","25","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 8:28 AM","GMT","11.98","21.47","30","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 8:28 AM","GMT","16.88","21.08","32","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 8:29 AM","GMT","7.59","18.80","30","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 8:30 AM","GMT","1.90","8.33","29","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 8:30 AM","GMT","4.11","10.13","30","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 8:31 AM","GMT","3.38","10.77","30","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 8:31 AM","GMT","5.43","17.77","30","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 8:32 AM","GMT","2.66","22.89","31","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 8:33 AM","GMT","0.88","22.98","27","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 8:33 AM","GMT","5.23","23.98","35","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 8:34 AM","GMT","3.81","20.72","24","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 8:35 AM","GMT","3.52","10.70","29","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 8:35 AM","GMT","6.66","11.21","29","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 8:36 AM","GMT","4.04","12.00","32","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 8:37 AM","GMT","4.73","20.35","24","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 8:37 AM","GMT","5.49","19.19","34","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 8:38 AM","GMT","6.88","20.61","34","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 8:38 AM","GMT","12.11","18.54","28","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 8:39 AM","GMT","8.38","16.15","38","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 8:40 AM","GMT","7.27","14.26","40","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 8:40 AM","GMT","8.01","13.94","30","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 8:41 AM","GMT","6.52","15.69","33","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 8:42 AM","GMT","17.16","17.90","40","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 8:42 AM","GMT","7.11","21.01","34","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 8:43 AM","GMT","4.05","19.16","35","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 8:43 AM","GMT","6.44","16.70","36","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 8:44 AM","GMT","5.68","9.46","29","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 8:45 AM","GMT","6.89","9.30","24","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 8:45 AM","GMT","5.09","9.81","32","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 8:46 AM","GMT","9.48","14.64","28","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 8:47 AM","GMT","7.93","21.22","40","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 8:47 AM","GMT","7.12","20.52","29","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 8:48 AM","GMT","9.28","21.10","34","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 8:48 AM","GMT","2.91","17.47","29","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 8:49 AM","GMT","4.43","8.63","30","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 8:50 AM","GMT","2.61","6.87","30","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 8:50 AM","GMT","2.08","7.03","30","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 8:51 AM","GMT","3.59","8.55","33","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 8:52 AM","GMT","3.26","21.71","32","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 8:52 AM","GMT","12.85","21.30","32","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 8:53 AM","GMT","14.92","18.08","32","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 8:53 AM","GMT","11.06","17.65","31","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 8:54 AM","GMT","13.07","16.11","31","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 8:55 AM","GMT","6.90","10.15","32","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 8:55 AM","GMT","5.20","14.01","31","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 8:56 AM","GMT","8.17","16.29","31","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 8:57 AM","GMT","2.96","22.10","30","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 8:57 AM","GMT","1.63","23.69","29","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 8:58 AM","GMT","2.38","22.27","29","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 8:58 AM","GMT","4.71","10.40","30","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 8:59 AM","GMT","5.78","11.45","30","Kuala Lumpur","150"
"123.136.116.97","8/16/2018 9:00 AM","GMT","6.83","12.38","34","Kuala Lumpur","150"
